Date,Transaction Description,Category,Amount (Rupiah),Type
2022-12-12,Insurance priority.,Shopping,12164100,Expense
2022-12-12,Bonus store personal.,Shopping,12933700,Expense
2022-12-12,Salary water bonus salary entertainment fee mortgage.,Travel,1861800,Expense
2022-12-12,Electricity salary phone gym support.,Travel,17543400,Expense
2022-12-12,Project food mall tax tools.,Food & Drink,13217100,Expense
2022-12-12,Direct health bill net platform.,Salary,6011800,Income
2022-12-12,Client digital investment interest.,Food & Drink,2413000,Expense
2022-12-13,Investment total advance shop utility.,Health & Fitness,13134400,Expense
2022-12-13,Direct processed salary standard gym electricity travel.,Travel,12472600,Expense
2022-12-13,Savings hospital discount gym.,Travel,12294800,Expense
2022-12-13,Internet pharmacy special financial economy.,Investment,45262000,Income
2022-12-13,Savings online store.,Health & Fitness,9315700,Expense
2022-12-13,Management deal bill credit deposit special.,Travel,5730100,Expense
2022-12-13,Task simply draw return probably.,Salary,284800,Income
2022-12-13,Restaurant hotel credit debit reward digital.,Utilities,4705300,Expense
2022-12-13,Management purchase.,Utilities,15243400,Expense
2022-12-13,Purchase subscription food transfer store salary transfer.,Health & Fitness,5717100,Expense
2022-12-13,Transfer online restaurant.,Utilities,5549800,Expense
2022-12-14,Health automatic gym hospital.,Travel,8019100,Expense
2022-12-14,Grocery express.,Rent,13029000,Expense
2022-12-14,Priority direct weekly.,Travel,10344400,Expense
2022-12-14,Freelance weekly purchase transfer regular reward standard.,Shopping,5528200,Expense
2022-12-14,Special delivery business clinic daily.,Other,42160300,Income
2022-12-14,Account plan.,Food & Drink,18029800,Expense
2022-12-14,Service plan online adjustment software.,Utilities,7901200,Expense
2022-12-14,Clinic balance financial salary standard premium reward.,Salary,6952000,Income
2022-12-15,App deposit fuel deposit business account gross.,Other,11306600,Income
2022-12-15,Subscription flight personal parking insurance mortgage plan.,Travel,12734500,Expense
2022-12-15,Couple raise she child.,Rent,19764300,Expense
2022-12-15,Material household gross platform discount train interest.,Utilities,5091000,Expense
2022-12-16,Important focus benefit probably.,Utilities,9606200,Expense
2022-12-16,Restaurant flight vendor tax mall management hospital.,Health & Fitness,9712900,Expense
2022-12-16,Flight pending taxi service service.,Other,29930900,Income
2022-12-16,Vendor debit app bill subscription subscription.,Rent,9224400,Expense
2022-12-16,Phone bill salary grocery.,Salary,10585000,Income
2022-12-16,Service food.,Travel,17214800,Expense
2022-12-16,Insurance loan purchase market credit.,Food & Drink,11836200,Expense
2022-12-17,Budget hardware equipment credit annual.,Rent,8183800,Expense
2022-12-17,Bill hospital flight personal invoice booking project.,Food & Drink,17339900,Expense
2022-12-17,Booking transfer.,Utilities,11454900,Expense
2022-12-17,Store market total system budget mortgage premium.,Other,34003200,Income
2022-12-17,Premium restaurant entertainment.,Entertainment,7638000,Expense
2022-12-17,Renewal savings fee.,Other,17114200,Income
2022-12-18,Charge online food.,Entertainment,11865300,Expense
2022-12-18,Condition all blood.,Rent,14642200,Expense
2022-12-18,Mall travel.,Entertainment,6206600,Expense
2022-12-18,Standard personal premium client app.,Rent,16637500,Expense
2022-12-19,Mall internet business.,Travel,6336800,Expense
2022-12-19,Household hotel plan service direct regular.,Travel,10509900,Expense
2022-12-19,Adjustment credit network.,Entertainment,17990000,Expense
2022-12-19,Service standard automatic parking maintenance train.,Rent,10972000,Expense
2022-12-19,Plan special bonus delivery.,Entertainment,12898800,Expense
2022-12-19,Transfer balance order taxi balance electricity express.,Other,33313700,Income
2022-12-19,Platform app online vendor network.,Entertainment,10575200,Expense
2022-12-19,Fuel system train.,Travel,13238300,Expense
2022-12-19,Plan tax payment priority travel.,Travel,10840800,Expense
2022-12-19,Service clinic.,Rent,10313700,Expense
2022-12-20,Account network household.,Investment,9504100,Income
2022-12-20,Economy credit train plan household.,Entertainment,9294200,Expense
2022-12-20,Gross software automatic automatic support discount client.,Other,45888800,Income
2022-12-20,Automatic grocery hotel vendor.,Rent,2105200,Expense
2022-12-20,Financial economy.,Rent,2953100,Expense
2022-12-20,Pending travel pending.,Salary,13612000,Income
2022-12-21,Pending credit package client monthly balance regular.,Travel,14731200,Expense
2022-12-21,Client transfer budget software water.,Shopping,8262300,Expense
2022-12-21,Deposit direct charge.,Food & Drink,11226400,Expense
2022-12-21,Shop investment.,Travel,17581100,Expense
2022-12-21,Tax purchase service management clinic entertainment.,Investment,20935700,Income
2022-12-22,Food salary net.,Entertainment,9154400,Expense
2022-12-22,Internet online gym booking.,Utilities,14738900,Expense
2022-12-22,Weekly priority grocery savings platform debit.,Salary,3430000,Income
2022-12-22,Mall subscription order fee purchase plan utility.,Entertainment,5102000,Expense
2022-12-22,Adjustment credit hotel material mortgage gross.,Entertainment,8836200,Expense
2022-12-22,Account app.,Entertainment,16758900,Expense
2022-12-22,Maintenance invoice invoice.,Health & Fitness,15812700,Expense
2022-12-22,Net credit mortgage store utility fuel.,Health & Fitness,12349200,Expense
2022-12-22,All politics.,Other,35110000,Income
2022-12-23,Personal premium package bus mortgage management.,Travel,16555800,Expense
2022-12-23,Train material bonus maintenance.,Shopping,7468100,Expense
2022-12-23,Invoice debit plan client maintenance fee electricity.,Salary,9746900,Income
2022-12-23,Total entertainment.,Rent,4377500,Expense
2022-12-23,Loan subscription phone entertainment order processed.,Investment,21466500,Income
2022-12-23,Plan food special food water personal.,Other,30156600,Income
2022-12-24,Utility deposit service discount hardware.,Other,9772400,Income
2022-12-24,Bus phone invoice direct entertainment taxi pharmacy.,Other,41297200,Income
2022-12-25,Total salary.,Investment,23431200,Income
2022-12-25,Gym salary online interest taxi online.,Food & Drink,10592000,Expense
2022-12-25,Gym invoice health charge.,Food & Drink,1507300,Expense
2022-12-25,Business entertainment deposit.,Entertainment,14801200,Expense
2022-12-25,Equipment grocery tax pending.,Shopping,17713700,Expense
2022-12-25,Personal gym loan online tax electricity standard.,Entertainment,4613200,Expense
2022-12-25,Total pending online.,Salary,8444200,Income
2022-12-26,Vendor credit bonus flight account deal material.,Food & Drink,14752800,Expense
2022-12-27,Direct mortgage investment automatic regular delivery service.,Salary,13381200,Income
2022-12-27,Renewal interest budget equipment direct budget flight.,Rent,13288600,Expense
2022-12-27,Daily gym shop deposit software flight.,Utilities,14851500,Expense
2022-12-27,Gym flight shop salary net.,Entertainment,4742500,Expense
2022-12-27,Store fee mall deal budget vendor.,Other,11590600,Income
2022-12-27,Pharmacy system phone annual salary reward.,Salary,12247000,Income
2022-12-28,Savings shop financial water salary.,Salary,11558200,Income
2022-12-28,Service express electricity travel bus business.,Health & Fitness,6152300,Expense
2022-12-28,Flight order clinic.,Health & Fitness,17415800,Expense
2022-12-28,Moment red eight hand.,Utilities,7716100,Expense
2022-12-28,Adjustment pharmacy deposit renewal interest.,Salary,19371700,Income
2022-12-28,Advance payment internet gym hospital salary.,Investment,33691000,Income
2022-12-29,Loan health clinic client train.,Shopping,12597800,Expense
2022-12-29,Automatic premium.,Entertainment,7490000,Expense
2022-12-29,Bus health express deal investment annual freelance.,Shopping,12370400,Expense
2022-12-29,Net interest hospital purchase investment.,Food & Drink,9806400,Expense
2022-12-30,Us decade.,Utilities,12867400,Expense
2022-12-30,Advance insurance store balance shop salary.,Utilities,7881900,Expense
2022-12-30,Insurance system clinic shop support bill.,Other,20529400,Income
2022-12-30,Processed budget salary mortgage weekly.,Health & Fitness,8386200,Expense
2022-12-30,Salary savings.,Investment,12623000,Income
2022-12-30,Processed salary deal weekly.,Rent,5553100,Expense
2022-12-31,App transfer advance annual.,Utilities,9462200,Expense
2022-12-31,Renewal train annual online.,Investment,21453100,Income
2022-12-31,Taxi mortgage system.,Investment,21188900,Income
2022-12-31,Investment clinic daily.,Salary,312600,Income
2022-12-31,Charge pending.,Rent,16340200,Expense
2022-12-31,Internet vendor freelance invoice.,Travel,6501000,Expense
2022-12-31,Life police.,Rent,10657100,Expense
2022-12-31,Tax bus.,Food & Drink,15267700,Expense
2022-12-31,Annual financial mortgage invoice loan service express.,Other,13638800,Income
2022-12-31,Investment software.,Health & Fitness,10871300,Expense
2022-12-31,Utility internet economy hardware adjustment.,Health & Fitness,9420200,Expense
2023-01-01,Service platform personal total tax tools.,Health & Fitness,8934700,Expense
2023-01-01,Priority total bus plan project health contract.,Shopping,6584800,Expense
2023-01-01,Package fee payment.,Investment,39699800,Income
2023-01-01,Management entertainment invoice weekly food network net.,Food & Drink,7512400,Expense
2023-01-02,Insurance express.,Food & Drink,15374900,Expense
2023-01-02,Electricity utility mortgage restaurant.,Utilities,10895500,Expense
2023-01-02,Processed transfer tax.,Investment,33696800,Income
2023-01-02,Material hospital express flight.,Utilities,2631100,Expense
2023-01-03,Clinic savings digital bus.,Health & Fitness,7047500,Expense
2023-01-03,Hospital special platform.,Health & Fitness,7636600,Expense
2023-01-03,Sea three state some around.,Investment,41050000,Income
2023-01-03,Flight water.,Food & Drink,8589400,Expense
2023-01-03,Store pending balance insurance online personal.,Rent,3338100,Expense
2023-01-03,Premium processed equipment total.,Travel,9803700,Expense
2023-01-04,Entertainment equipment discount.,Shopping,8125900,Expense
2023-01-04,Processed investment charge account total.,Utilities,13311700,Expense
2023-01-04,American audience fight war whether.,Entertainment,12598800,Expense
2023-01-04,Package order personal salary hotel express.,Other,40585900,Income
2023-01-04,Rise mother.,Other,41240000,Income
2023-01-04,Booking vendor.,Entertainment,11465100,Expense
2023-01-04,Fuel health package charge.,Investment,14150600,Income
2023-01-04,Reward hotel.,Entertainment,10576900,Expense
2023-01-05,Invoice purchase insurance.,Rent,13360300,Expense
2023-01-05,Annual fee weekly discount.,Rent,14502900,Expense
2023-01-05,Maintenance clinic total app freelance delivery.,Entertainment,6703200,Expense
2023-01-05,Account hospital salary system standard credit tax.,Travel,10892500,Expense
2023-01-05,Internet adjustment freelance water credit restaurant.,Food & Drink,10426700,Expense
2023-01-05,Gym budget automatic.,Health & Fitness,4844500,Expense
2023-01-05,Special bonus.,Health & Fitness,5667500,Expense
2023-01-05,Credit market regular total.,Food & Drink,4035000,Expense
2023-01-05,Hospital discount renewal.,Utilities,9476700,Expense
2023-01-06,Moment eat personal.,Rent,17942200,Expense
2023-01-06,Service food purchase.,Investment,21462800,Income
2023-01-06,Service processed client personal contract delivery.,Investment,18877400,Income
2023-01-06,Hotel budget special food client renewal grocery.,Food & Drink,17531500,Expense
2023-01-07,Maintenance phone household freelance.,Health & Fitness,8938400,Expense
2023-01-07,Personal total interest balance plan order hotel.,Health & Fitness,11045000,Expense
2023-01-08,Travel train flight mall shop bonus.,Salary,19518700,Income
2023-01-08,Taxi net payment.,Salary,1447900,Income
2023-01-08,Travel monthly renewal.,Travel,9377100,Expense
2023-01-08,Clinic insurance water purchase hospital freelance.,Utilities,11847800,Expense
2023-01-08,Weekly health invoice advance.,Salary,3823200,Income
2023-01-08,Pending investment credit hardware insurance.,Entertainment,6971100,Expense
2023-01-09,Plan parking tools adjustment fee.,Entertainment,14889400,Expense
2023-01-09,Plan bus debit priority reward gross.,Other,34584100,Income
2023-01-09,Fuel contract debit charge special vendor.,Food & Drink,14140100,Expense
2023-01-09,See indeed black police group.,Investment,36450000,Income
2023-01-09,Advance package fee invoice reward standard flight.,Other,47036600,Income
2023-01-09,Express software monthly delivery grocery.,Health & Fitness,11200400,Expense
2023-01-09,System software.,Travel,15679500,Expense
2023-01-10,Bus vendor financial equipment market.,Utilities,13962400,Expense
2023-01-10,Platform bonus annual processed taxi weekly.,Investment,32408700,Income
2023-01-10,Financial subscription reward direct adjustment hospital invoice.,Shopping,8050300,Expense
2023-01-10,Third coach congress husband.,Shopping,6358600,Expense
2023-01-10,Phone hotel.,Utilities,10821100,Expense
2023-01-10,Health renewal.,Food & Drink,1075300,Expense
2023-01-10,Direct budget tools economy discount.,Other,7414100,Income
2023-01-10,Gross tax regular package.,Utilities,10491700,Expense
2023-01-10,Online hotel shop parking.,Shopping,17070400,Expense
2023-01-11,Entertainment purchase.,Travel,15360700,Expense
2023-01-11,Food weekly travel package insurance.,Health & Fitness,4844100,Expense
